MainType,ViewType,OfferType,OFFER_NAME,INCENTIVES,VALIDITY,TIME_DURATION,RECURSIVE,PRORATED,DEPOSIT,SUB,UNSUB,INFO,OFFER_CAT,CHARGES,MainHeader
Offer,CallCenter,Hybrid,Islamia University Bundle(IUB),"250 Allnet min,(10 GB internet + 5 GB whatsapp only) +20GB LMS ",X+29 Days,24 hrs,no,no,24hrs,*711#,-,*711*3#,Prepaid,Rs. 1076,B2C
Offer,ExperienceCenter,Hybrid,Islamia University Bundle(IUB),"250 Allnet min,(10 GB internet + 5 GB whatsapp only) +20GB LMS ",X+29 Days,24 hrs,no,no,24hrs,*711#,-,*711*3#,Prepaid,Rs. 1076,B2C
Offer,Franchise,Hybrid,Islamia University Bundle(IUB),"250 Allnet min,(10 GB internet + 5 GB whatsapp only) +20GB LMS ",X+29 Days,24 hrs,no,no,24hrs,*711#,-,*711*3#,Prepaid,Rs. 1076,B2C
Offer,BackEndTeam,Hybrid,Monthly Youtube & Social (BVS variant),"15GB YouTube, Facebook, WhatsApp, IMO, 50 Other Network Min, 500 Jazz Min & 500 SMS  ",X+29 Days,24 Hours,No,-,24 Hours,*6201# (suppressed),Supressed,*6201*3# (suppressed),Prepaid,Rs.304.34 (Incl Tax),B2C
Offer,ExperienceCenter,Hybrid,Monthly Youtube & Social (BVS variant),"15GB YouTube, Facebook, WhatsApp, IMO, 50 Other Network Min, 500 Jazz Min & 500 SMS  ",X+29 Days,24 Hours,No,-,24 Hours,*6201# (suppressed),Supressed,*6201*3# (suppressed),Prepaid,Rs.304.34 (Incl Tax),B2C
Offer,Franchise,Hybrid,Monthly Youtube & Social (BVS variant),"15GB YouTube, Facebook, WhatsApp, IMO, 50 Other Network Min, 500 Jazz Min & 500 SMS  ",X+29 Days,24 Hours,No,-,24 Hours,*6201# (suppressed),Supressed,*6201*3# (suppressed),Prepaid,Rs.304.34 (Incl Tax),B2C
Offer,BackEndTeam,Hybrid,Monthly Freedom (BVS variant),"100GB, 2000 All Network Min, 2000 SMS ",X+29 Days,24 Hours,No,-,24 Hours,*7331# (suppressed),Suppressed,*7331*3# (suppressed),Prepaid,Rs.1304.34 incl. tax,B2C
Offer,CallCenter,Hybrid,Monthly Freedom (BVS variant),"100GB, 2000 All Network Min, 2000 SMS ",X+29 Days,24 Hours,No,-,24 Hours,*7331# (suppressed),Suppressed,*7331*3# (suppressed),Prepaid,Rs.1304.34 incl. tax,B2C
Offer,ExperienceCenter,Hybrid,Monthly Freedom (BVS variant),"100GB, 2000 All Network Min, 2000 SMS ",X+29 Days,24 Hours,No,-,24 Hours,*7331# (suppressed),Suppressed,*7331*3# (suppressed),Prepaid,Rs.1304.34 incl. tax,B2C
Offer,Franchise,Hybrid,Monthly Freedom (BVS variant),"100GB, 2000 All Network Min, 2000 SMS ",X+29 Days,24 Hours,No,-,24 Hours,*7331# (suppressed),Suppressed,*7331*3# (suppressed),Prepaid,Rs.1304.34 incl. tax,B2C
Offer,BackEndTeam,Hybrid,"Weekly Freedom (BVS Variant) ","50GB Data, 1000 All Network Min & 1000 SMS ",X+6 Days,24 Hours,No,-,24 Hours,*7371# (suppressed),Suppressed,"*7371*3# ",Prepaid,"Rs.347.82 incl. tax ",B2C
Offer,CallCenter,Hybrid,"Weekly Freedom (BVS Variant) ","50GB Data, 1000 All Network Min & 1000 SMS ",X+6 Days,24 Hours,No,-,24 Hours,*7371# (suppressed),Suppressed,"*7371*3# ",Prepaid,"Rs.347.82 incl. tax ",B2C
Offer,ExperienceCenter,Hybrid,"Weekly Freedom (BVS Variant) ","50GB Data, 1000 All Network Min & 1000 SMS ",X+6 Days,24 Hours,No,-,24 Hours,*7371# (suppressed),Suppressed,"*7371*3# ",Prepaid,"Rs.347.82 incl. tax ",B2C
Offer,Franchise,Hybrid,"Weekly Freedom (BVS Variant) ","50GB Data, 1000 All Network Min & 1000 SMS ",X+6 Days,24 Hours,No,-,24 Hours,*7371# (suppressed),Suppressed,"*7371*3# ",Prepaid,"Rs.347.82 incl. tax ",B2C
Offer,BackEndTeam,Voice + SMS + DATA,Monthly Youtube (SIMOSA/Jazz Cash only),"4.5 GB Youtube, 512 MBs",X+29,24hrs,No,-,-,SIMOSA/Jazz Cash only,-,SIMOSA/Jazz Cash only,Prepaid,Rs.100 (inc tax),B2C
Offer,CallCenter,Voice + SMS + DATA,Monthly Youtube (SIMOSA/Jazz Cash only),"4.5 GB Youtube, 512 MBs",X+29,24hrs,No,-,-,SIMOSA/Jazz Cash only,-,SIMOSA/Jazz Cash only,Prepaid,Rs.100 (inc tax),B2C
Offer,ExperienceCenter,Voice + SMS + DATA,Monthly Youtube (SIMOSA/Jazz Cash only),"4.5 GB Youtube, 512 MBs",X+29,24hrs,No,-,-,SIMOSA/Jazz Cash only,-,SIMOSA/Jazz Cash only,Prepaid,Rs.100 (inc tax),B2C
Offer,Franchise,Voice + SMS + DATA,Monthly Youtube (Simosa and Jazz Cash only),"4.5 GB Youtube, 512 MBs",X+29,24hrs,No,-,-,Simosa Jazz Cash only,-,"Simosa Jazz Cash ",Prepaid,Rs.104 (inc tax),B2C
Offer,BackEndTeam,Hybrid,Yearly Fanpulse offer,"100GB(50GB Tamasha,Yt,TikTok), 500 Other Min, 1000 Jazz Min and 1000SMS",30 Days,24 Hours,Yes,-,24 Hours,CVM Campaign Only For Selected Customers,-,-,Prepaid,PKR 0,B2C
Offer,CallCenter,Hybrid,Yearly Fanpulse offer,"100GB(50GB Tamasha,Yt,TikTok), 500 Other Min, 1000 Jazz Min and 1000SMS",30 Days,24 Hours,Yes,-,24 Hours,CVM Campaign Only For Selected Customers,-,-,Prepaid,PKR 0,B2C
Offer,ExperienceCenter,Hybrid,Yearly Fanpulse offer,"100GB(50GB Tamasha,Yt,TikTok), 500 Other Min, 1000 Jazz Min and 1000SMS",30 Days,24 Hours,Yes,-,24 Hours,CVM Campaign Only For Selected Customers,-,-,Prepaid,PKR 0,B2C
Offer,BackEndTeam,LBC,"Lajawab Plus Offer ","8GB , 4000 Onnet MIN,8Offnet MIN, 4000 SMS","X+6 Days ",24 hrs,no,no,24hrs,*5655#,*5655*4#,*5655*3#,Prepaid,Rs.243 (Incl. Tax),B2C
Offer,CallCenter,LBC,"Lajawab Plus Offer ","8GB , 4000 Onnet MIN,8Offnet MIN, 4000 SMS","X+6 Days ",24 hrs,no,no,24hrs,*5655#,*5655*4#,*5655*3#,Prepaid,Rs.243 (Incl. Tax),B2C
Offer,ExperienceCenter,LBC,"Lajawab Plus Offer ","8GB , 4000 Onnet MIN,8Offnet MIN, 4000 SMS","X+6 Days ",24 hrs,no,no,24hrs,*5655#,*5655*4#,*5655*3#,Prepaid,Rs.243 (Incl. Tax),B2C
Offer,Franchise,LBC,"Lajawab Plus Offer ","8GB , 4000 Onnet MIN,8Offnet MIN, 4000 SMS","X+6 Days ",24 hrs,no,no,24hrs,*5655#,*5655*4#,*5655*3#,Prepaid,Rs.243 (Incl. Tax),B2C
Offer,BackEndTeam,Hybrid,Bol Karachi Bol,"1,000 All-Net Mins , 1000 sms",7 days,-,No,No,24 hours,*2111#,*2111*4#,*2111*3#,Prepaid,Rs. 173 (inc tax),B2C
Offer,CallCenter,Hybrid,Bol Karachi Bol,"1,000 All-Net Mins , 1000 sms",7 days,-,No,No,24 hours,*2111#,*2111*4#,*2111*3#,Prepaid,Rs. 173 (inc tax),B2C
Offer,ExperienceCenter,Hybrid,Bol Karachi Bol,"1,000 All-Net Mins , 1000 sms",7 days,-,No,No,24 hours,*2111#,*2111*4#,*2111*3#,Prepaid,Rs. 173 (inc tax),B2C
Offer,Franchise,Hybrid,Bol Karachi Bol,"1,000 All-Net Mins , 1000 sms",7 days,-,No,No,24 hours,*2111#,*2111*4#,*2111*3#,Prepaid,Rs. 173 (inc tax),B2C
Offer,BackEndTeam,Hybrid,New Weekly Super Offer,"15GB , 150 Other Network Min, 1000 Jazz Min & SMS",x+6 Days,24 Hrs,-,-,24 Hrs,*525#,*525*4#,*525*3#,Prepaid,PKR 478 Incl.Tax,B2C
Offer,CallCenter,Hybrid,New Weekly Super Offer,"15GB , 150 Other Network Min, 1000 Jazz Min & SMS",x+6 Days,24 Hrs,-,-,24 Hrs,*525#,*525*4#,*525*3#,Prepaid,PKR 478 Incl.Tax,B2C
Offer,ExperienceCenter,Hybrid,New Weekly Super Offer,"15GB , 150 Other Network Min, 1000 Jazz Min & SMS",x+6 Days,24 Hrs,-,-,24 Hrs,*525#,*525*4#,*525*3#,Prepaid,PKR 478 Incl.Tax,B2C
Offer,Franchise,Hybrid,New Weekly Super Offer,"15GB , 150 Other Network Min, 1000 Jazz Min & SMS",x+6 Days,24 Hrs,-,-,24 Hrs,*525#,*525*4#,*525*3#,Prepaid,PKR 478 Incl.Tax,B2C
Offer,BackEndTeam,Hybrid,New Monthly Super Offer,"15GB, 300 Other Network Min, 3000 Jazz Min & SMS",x+29 Days,24 Hrs,-,-,24 Hrs,*760#,*760*4#,*760*3#,Prepaid,PKR 1304 Incl.Tax,B2C
Offer,CallCenter,Hybrid,New Monthly Super Offer,"15GB, 300 Other Network Min, 3000 Jazz Min & SMS",x+29 Days,24 Hrs,-,-,24 Hrs,*760#,*760*4#,*760*3#,Prepaid,PKR 1304 Incl.Tax,B2C
Offer,ExperienceCenter,Hybrid,New Monthly Super Offer,"15GB, 300 Other Network Min, 3000 Jazz Min & SMS",x+29 Days,24 Hrs,-,-,24 Hrs,*760#,*760*4#,*760*3#,Prepaid,PKR 1304 Incl.Tax,B2C
Offer,Franchise,Hybrid,New Monthly Super Offer,"15GB, 300 Other Network Min, 3000 Jazz Min & SMS",x+29 Days,24 Hrs,-,-,24 Hrs,*760#,*760*4#,*760*3#,Prepaid,PKR 1304 Incl.Tax,B2C
Offer,BackEndTeam,Hybrid,Weekly X,"100GB, 500 Other Network Min, 1000 Jazz Min & SMS + Mobile Insurance Rs.40,000",X+6 Days,-,No,-,24 hrs,*7737#,*7737*4#,*7737*3#,Prepaid,PKR 608 (inc tax),B2C
Offer,CallCenter,Hybrid,Weekly X,"100GB, 500 Other Network Min, 1000 Jazz Min & SMS + Mobile Insurance Rs.40,000",X+6 Days,-,No,-,24 hrs,*7737#,*7737*4#,*7737*3#,Prepaid,PKR 608 (inc tax),B2C
Offer,ExperienceCenter,Hybrid,Weekly X,"100GB, 500 Other Network Min, 1000 Jazz Min & SMS + Mobile Insurance Rs.40,000",X+6 Days,-,No,-,24 hrs,*7737#,*7737*4#,*7737*3#,Prepaid,PKR 608 (inc tax),B2C
Offer,Franchise,Hybrid,Weekly X,"100GB, 500 Other Network Min, 1000 Jazz Min & SMS + Mobile Insurance Rs.40,000",X+6 Days,-,No,-,24 hrs,*7737#,*7737*4#,*7737*3#,Prepaid,PKR 608 (inc tax),B2C
Offer,BackEndTeam,Voice,Monthly Video & Social Extreme,"35GB TikTok, Tamasha, YouTube, Facebook, WhatsApp, IMO, BiP, 300 Other Network Min, 3000 Jazz Min & 3000 SMS",X+29,-,No,-,24 hrs,*719#,*719*4#,*719*3#,Prepaid,Rs.1043 (Incl Tax),B2C
Offer,CallCenter,Voice,Monthly Video & Social Extreme,"35GB TikTok, Tamasha, YouTube, Facebook, WhatsApp, IMO, BiP, 300 Other Network Min, 3000 Jazz Min & 3000 SMS",X+29,-,No,-,24 hrs,*719#,*719*4#,*719*3#,Prepaid,Rs.1043 (Incl Tax),B2C
Offer,ExperienceCenter,Voice,Monthly Video & Social Extreme,"35GB TikTok, Tamasha, YouTube, Facebook, WhatsApp, IMO, BiP, 300 Other Network Min, 3000 Jazz Min & 3000 SMS",X+29,-,No,-,24 hrs,*719#,*719*4#,*719*3#,Prepaid,Rs.1043 (Incl Tax),B2C
Offer,Franchise,Voice,Monthly Video & Social Extreme,"35GB TikTok, Tamasha, YouTube, Facebook, WhatsApp, IMO, BiP, 300 Other Network Min, 3000 Jazz Min & 3000 SMS",X+29,-,No,-,24 hrs,*719#,*719*4#,*719*3#,Prepaid,Rs.1043 (Incl Tax),B2C
Offer,BackEndTeam,BTL,SOUTH REACTIVATION OFFER,"12 GBs (11PM-7PM) , 6GBs for first month and 6GBs for 2nd month, 100 Onnet Mins Daily for 2 months, 20 Offnet Mins for 2 months",2 months,2 months,No,-,24 hours,*5511#,NA,-,Prepaid,1 paisa,B2C
Offer,CallCenter,BTL,SOUTH REACTIVATION OFFER,"12 GBs (11PM-7PM) , 6GBs for first month and 6GBs for 2nd month, 100 Onnet Mins Daily for 2 months, 20 Offnet Mins for 2 months",2 months,2 months,No,-,24 hours,*5511#,NA,-,Prepaid,1 paisa,B2C
Offer,Franchise,BTL,SOUTH REACTIVATION OFFER,"12 GBs (11PM-7PM) , 6GBs for first month and 6GBs for 2nd month, 100 Onnet Mins Daily for 2 months, 20 Offnet Mins for 2 months",2 months,2 months,No,-,24 hours,*5511#,NA,-,Prepaid,1 paisa,B2C
Offer,BackEndTeam,Hybrid,Monthly Video & Social - *625#,"15GB TikTok, Tamasha, YouTube, Facebook, WhatsApp, IMO, BiP, 100 Other Network Min, 500 Jazz Min & 500 SMS",x+29 Days,24 Hrs,No,-,24 Hrs,*625#,*625*4#,*625*3#,Prepaid,Rs.695 [Incl Tax],B2C
Offer,CallCenter,Hybrid,Monthly Video & Social - *625#,"15GB TikTok, Tamasha, YouTube, Facebook, WhatsApp, IMO, BiP, 100 Other Network Min, 500 Jazz Min & 500 SMS",x+29 Days,24 Hrs,No,-,24 Hrs,*625#,*625*4#,*625*3#,Prepaid,Rs.695 [Incl Tax],B2C
Offer,ExperienceCenter,Hybrid,Monthly Video & Social - *625#,"15GB TikTok, Tamasha, YouTube, Facebook, WhatsApp, IMO, BiP, 100 Other Network Min, 500 Jazz Min & 500 SMS",x+29 Days,24 Hrs,No,-,24 Hrs,*625#,*625*4#,*625*3#,Prepaid,Rs.695 [Incl Tax],B2C
Offer,Franchise,Hybrid,Monthly Video & Social - *625#,"15GB TikTok, Tamasha, YouTube, Facebook, WhatsApp, IMO, BiP, 100 Other Network Min, 500 Jazz Min & 500 SMS",x+29 Days,24 Hrs,No,-,24 Hrs,*625#,*625*4#,*625*3#,Prepaid,Rs.695 [Incl Tax],B2C
Offer,BackEndTeam,Hybrid,Monthly X,"200GB, 1000 Other Network Min, 3000 Jazz Min & SMS + Mobile Insurance Rs.100,000",X+29 Days,24 Hours,-,-,24 Hours,*7733#,*7733*4#,*7733*3#,Prepaid,Rs.2173 (Incl Tax),B2C
Offer,CallCenter,Hybrid,Monthly X,"200GB, 1000 Other Network Min, 3000 Jazz Min & SMS + Mobile Insurance Rs.100,000",X+29 Days,24 Hours,-,-,24 Hours,*7733#,*7733*4#,*7733*3#,Prepaid,Rs.2173 (Incl Tax),B2C
Offer,ExperienceCenter,Hybrid,Monthly X,"200GB, 1000 Other Network Min, 3000 Jazz Min & SMS + Mobile Insurance Rs.100,000",X+29 Days,24 Hours,-,-,24 Hours,*7733#,*7733*4#,*7733*3#,Prepaid,Rs.2173 (Incl Tax),B2C
Offer,Franchise,Hybrid,Monthly X,"200GB, 1000 Other Network Min, 3000 Jazz Min & SMS + Mobile Insurance Rs.100,000",X+29 Days,24 Hours,-,-,24 Hours,*7733#,*7733*4#,*7733*3#,Prepaid,Rs.2173 (Incl Tax),B2C
Offer,BackEndTeam,Voice,All Network Mini,225 All Network Minutes,-,24hrs,Yes,-,24hrs,CRM + USSD *446# + WhatsApp,CRM + USSD *446#,-,Postpaid,Rs.363.83 [Excl Tax],B2C
Offer,CallCenter,Voice,All Network Mini,225 All Network Minutes,-,24hrs,Yes,-,24hrs,CRM + USSD *446# + WhatsApp,CRM + USSD *446#,-,Postpaid,Rs.363.83 [Excl Tax],B2C
Offer,ExperienceCenter,Voice,All Network Mini,225 All Network Minutes,-,24hrs,Yes,-,24hrs,CRM + USSD *446# + WhatsApp,CRM + USSD *446#,-,Postpaid,Rs.363.83 [Excl Tax],B2C
Offer,Franchise,Voice,All Network Mini,225 All Network Minutes,-,24hrs,Yes,-,24hrs,CRM + USSD *446# + WhatsApp,CRM + USSD *446#,-,Postpaid,Rs.363.83 [Excl Tax],B2C
Offer,BackEndTeam,SMS,J-SMS1,"250 SMS & 250 MB ",-,24hrs,Yes,-,24hrs,CRM + USSD  *441*17# + WhatsApp,CRM,*2222#,Postpaid,Rs.54.58 [Excl Tax],B2C
Offer,CallCenter,SMS,J-SMS1,"250 SMS & 250 MB ",-,24hrs,Yes,-,24hrs,CRM + USSD  *441*17# + WhatsApp,CRM,*2222#,Postpaid,Rs.54.58 [Excl Tax],B2C
Offer,ExperienceCenter,SMS,J-SMS1,"250 SMS & 250 MB ",-,24hrs,Yes,-,24hrs,CRM + USSD  *441*17# + WhatsApp,CRM,*2222#,Postpaid,Rs.54.58 [Excl Tax],B2C
Offer,Franchise,SMS,J-SMS1,"250 SMS & 250 MB ",-,24hrs,Yes,-,24hrs,CRM + USSD  *441*17# + WhatsApp,CRM,*2222#,Postpaid,Rs.54.58 [Excl Tax],B2C
Offer,BackEndTeam,SMS,J-SMS2,"750 SMS & 750 MB ",-,24hrs,Yes,-,24hrs,CRM + USSD *441*18# + WhatsApp,CRM,*2222#,Postpaid,Rs.90.96 [Excl Tax],B2C
Offer,CallCenter,SMS,J-SMS2,"750 SMS & 750 MB ",-,24hrs,Yes,-,24hrs,CRM + USSD *441*18# + WhatsApp,CRM,*2222#,Postpaid,Rs.90.96 [Excl Tax],B2C
Offer,ExperienceCenter,SMS,J-SMS2,"750 SMS & 750 MB ",-,24hrs,Yes,-,24hrs,CRM + USSD *441*18# + WhatsApp,CRM,*2222#,Postpaid,Rs.90.96 [Excl Tax],B2C
Offer,Franchise,SMS,J-SMS2,"750 SMS & 750 MB ",-,24hrs,Yes,-,24hrs,CRM + USSD *441*18# + WhatsApp,CRM,*2222#,Postpaid,Rs.90.96 [Excl Tax],B2C
Offer,BackEndTeam,SMS,J-SMS3,6000 SMS,-,24hrs,Yes,-,24hrs,CRM + USSD *441*19# + WhatsApp,CRM,*2222#,Postpaid,Rs.163.73 [Excl Tax],B2C
Offer,CallCenter,SMS,J-SMS3,6000 SMS,-,24hrs,Yes,-,24hrs,CRM + USSD *441*19# + WhatsApp,CRM,*2222#,Postpaid,Rs.163.73 [Excl Tax],B2C
Offer,ExperienceCenter,SMS,J-SMS3,6000 SMS,-,24hrs,Yes,-,24hrs,CRM + USSD *441*19# + WhatsApp,CRM,*2222#,Postpaid,Rs.163.73 [Excl Tax],B2C
Offer,Franchise,SMS,J-SMS3,6000 SMS,-,24hrs,Yes,-,24hrs,CRM + USSD *441*19# + WhatsApp,CRM,*2222#,Postpaid,Rs.163.73 [Excl Tax],B2C
Offer,BackEndTeam,Voice,100 All Net Add-On,100 all network minutes,30 Days,24hrs,No,-,24hrs,CRM + *446*3*2# + WhatsApp,CRM,*2222#,Postpaid,Rs.218.30 [Excl Tax],B2C
Offer,CallCenter,Voice,100 All Net Add-On,100 all network minutes,30 Days,24hrs,No,-,24hrs,CRM + *446*3*2# + WhatsApp,CRM,*2222#,Postpaid,Rs.218.30 [Excl Tax],B2C
Offer,ExperienceCenter,Voice,100 All Net Add-On,100 all network minutes,30 Days,24hrs,No,-,24hrs,CRM + *446*3*2# + WhatsApp,CRM,*2222#,Postpaid,Rs.218.30 [Excl Tax],B2C
Offer,Franchise,Voice,100 All Net Add-On,100 all network minutes,30 Days,24hrs,No,-,24hrs,CRM + *446*3*2# + WhatsApp,CRM,*2222#,Postpaid,Rs.218.30 [Excl Tax],B2C
Offer,BackEndTeam,ATL,PSL-9 X Jazz Recharge Promo - 2024,-,-,-,-,-,-,-,-,-,Prepaid,-,B2C
Offer,CallCenter,ATL,PSL-9 X Jazz Recharge Promo - 2024,-,-,-,-,-,-,-,-,-,Prepaid,-,B2C
Offer,ExperienceCenter,ATL,PSL-9 X Jazz Recharge Promo - 2024,-,-,-,-,-,-,-,-,-,Prepaid,-,B2C
Offer,Franchise,ATL,PSL-9 X Jazz Recharge Promo - 2024,-,-,-,-,-,-,-,-,-,Prepaid,-,B2C
Offer,BackEndTeam,ATL,Jazz Fanpulse x PSL 9 - 2024,-,-,-,--,-,-,-,-,-,Prepaid,-,B2C
Offer,CallCenter,ATL,Jazz Fanpulse x PSL 9 - 2024,-,-,-,--,-,-,-,-,-,Prepaid,-,B2C
Offer,ExperienceCenter,ATL,Jazz Fanpulse x PSL 9 - 2024,-,-,-,--,-,-,-,-,-,Prepaid,-,B2C
Offer,Franchise,ATL,Jazz Fanpulse x PSL 9 - 2024,-,-,-,--,-,-,-,-,-,Prepaid,-,B2C
Offer,BackEndTeam,Hybrid,International Talk Pass (IDD Bundles),See details below,See details below,-,No,-,-,App,-,-,Prepaid,-,Jazz Rox
Offer,CallCenter,Hybrid,International Talk Pass (IDD Bundles),See details below,See details below,-,No,-,-,App,-,-,Prepaid,-,Jazz Rox
Offer,ExperienceCenter,Hybrid,International Talk Pass (IDD Bundles),See details below,See details below,-,No,-,-,App,-,-,Prepaid,-,Jazz Rox
Offer,Franchise,Hybrid,International Talk Pass (IDD Bundles),See details below,See details below,-,No,-,-,App,-,-,Prepaid,-,Jazz Rox
Offer,BackEndTeam,iSMS,Test product,-,-,-,-,-,-,-,-,-,Prepaid,-,B2C
Offer,BackEndTeam,BTL,"Weekly Fan Pulse ","50 GB + 50GB (Tamasha, YT, TikTok) ,1000 Onnet Mins, 500 Offnet Mins Mins & 1000 SMS","X+6 Days ",24 hrs,no,no,24hrs,*7377#(Suppressed),-,-,Prepaid,Rs0,B2C
Offer,CallCenter,BTL,"Weekly Fan Pulse ","50 GB + 50GB (Tamasha, YT, TikTok) ,1000 Onnet Mins, 500 Offnet Mins Mins & 1000 SMS","X+6 Days ",24 hrs,no,no,24hrs,*7377#(Suppressed),-,-,Prepaid,Rs0,B2C
Offer,ExperienceCenter,BTL,"Weekly Fan Pulse ","50 GB + 50GB (Tamasha, YT, TikTok) ,1000 Onnet Mins, 500 Offnet Mins Mins & 1000 SMS","X+6 Days ",24 hrs,no,no,24hrs,*7377#(Suppressed),-,-,Prepaid,Rs0,B2C
Offer,Franchise,BTL,"Weekly Fan Pulse ","50 GB + 50GB (Tamasha, YT, TikTok) ,1000 Onnet Mins, 500 Offnet Mins Mins & 1000 SMS","X+6 Days ",24 hrs,no,no,24hrs,*7377#(Suppressed),-,-,Prepaid,Rs0,B2C
Offer,BackEndTeam,Hybrid,Insane Vibe,"200Gb data, 5000 all net , 5000 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,Load required 2100,Jazz Rox
Offer,CallCenter,Hybrid,Insane Vibe,"200Gb data, 5000 all net , 5000 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,Load required 2100,Jazz Rox
Offer,ExperienceCenter,Hybrid,Insane Vibe,"200Gb data, 5000 all net , 5000 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,Load required 2100,Jazz Rox
Offer,Franchise,Hybrid,Insane Vibe,"200Gb data, 5000 all net , 5000 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,Load required 2100,Jazz Rox
Offer,BackEndTeam,Hybrid,Crazy Vibe,"75Gb Data, 2500 all net, 2500 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,"2000 ",Jazz Rox
Offer,CallCenter,Hybrid,Crazy Vibe,"75Gb Data, 2500 all net, 2500 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,"2000 ",Jazz Rox
Offer,ExperienceCenter,Hybrid,Crazy Vibe,"75Gb Data, 2500 all net, 2500 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,"2000 ",Jazz Rox
Offer,Franchise,Hybrid,Crazy Vibe,"75Gb Data, 2500 all net, 2500 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,"2000 ",Jazz Rox
Offer,BackEndTeam,Hybrid,Basic Vibe,"25Gb, 2000 all-net , 2000 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,1500,Jazz Rox
Offer,CallCenter,Hybrid,Basic Vibe,"25Gb, 2000 all-net , 2000 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,1500,Jazz Rox
Offer,ExperienceCenter,Hybrid,Basic Vibe,"25Gb, 2000 all-net , 2000 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,1500,Jazz Rox
Offer,Franchise,Hybrid,Basic Vibe,"25Gb, 2000 all-net , 2000 sms",X+29 Days,-,No,No,-,-,-,-,Prepaid,1500,Jazz Rox
Offer,BackEndTeam,Hybrid,Booster & Buy now pay later (lifeline),"10 Gb data, 300 all-net mins, 300 sms",as per vibe bundle,-,No,No,-,-,-,-,Prepaid,"Load price Rs.200 ",Jazz Rox
Offer,CallCenter,Hybrid,Booster & Buy now pay later (lifeline),"10 Gb data, 300 all-net mins, 300 sms",as per vibe bundle,-,No,No,-,-,-,-,Prepaid,"Load price Rs.200 ",Jazz Rox
Offer,ExperienceCenter,Hybrid,Booster & Buy now pay later (lifeline),"10 Gb data, 300 all-net mins, 300 sms",as per vibe bundle,-,No,No,-,-,-,-,Prepaid,"Load price Rs.200 ",Jazz Rox
Offer,Franchise,Hybrid,Booster & Buy now pay later (lifeline),"10 Gb data, 300 all-net mins, 300 sms",as per vibe bundle,-,No,No,-,-,-,-,Prepaid,"Load price Rs.200 ",Jazz Rox
Offer,BackEndTeam,Hybrid,ROX Application - Features & Rules,-,-,-,-,-,-,-,-,-,Prepaid,-,Jazz Rox
Offer,CallCenter,Hybrid,ROX Application - Features & Rules,-,-,-,-,-,-,-,-,-,Prepaid,-,Jazz Rox
Offer,ExperienceCenter,Hybrid,ROX Application - Features & Rules,-,-,-,-,-,-,-,-,-,Prepaid,-,Jazz Rox
Offer,Franchise,Hybrid,ROX Application - Features & Rules,-,-,-,-,-,-,-,-,-,Prepaid,-,Jazz Rox
Offer,BackEndTeam,Hybrid,Weekly Star - *508#,"30GB, 150 Other Network Min, 1000 Jazz Min & SMS",x+6 days,24hrs,No,-,-,*508#,*508*4#,*508*3#,Prepaid,Rs.521 (incl tax),B2C
Offer,CallCenter,Hybrid,Weekly Star - *508#,"30GB, 150 Other Network Min, 1000 Jazz Min & SMS",x+6 days,24hrs,No,-,-,*508#,*508*4#,*508*3#,Prepaid,Rs.521 (incl tax),B2C
Offer,ExperienceCenter,Hybrid,Weekly Star - *508#,"30GB, 150 Other Network Min, 1000 Jazz Min & SMS",x+6 days,24hrs,No,-,-,*508#,*508*4#,*508*3#,Prepaid,Rs.521 (incl tax),B2C
Offer,Franchise,Hybrid,Weekly Star - *508#,"30GB, 150 Other Network Min, 1000 Jazz Min & SMS",x+6 days,24hrs,No,-,-,*508#,*508*4#,*508*3#,Prepaid,Rs.521 (incl tax),B2C
Offer,BackEndTeam,Hybrid,Boltay Jao - North 3 Only," 1000 Jazz mins, 200 other network, 10gb (fb & whatsapp)",x+6,24 hours,No,No,-,*190#,*190*4#,*190*3#,Prepaid,Rs.121(inc tax),B2C
Offer,CallCenter,Hybrid,Boltay Jao - North 3 Only," 1000 Jazz mins, 200 other network, 10gb (fb & whatsapp)",x+6,24 hours,No,No,-,*190#,*190*4#,*190*3#,Prepaid,Rs.121(inc tax),B2C
Offer,ExperienceCenter,Hybrid,Boltay Jao - North 3 Only," 1000 Jazz mins, 200 other network, 10gb (fb & whatsapp)",x+6,24 hours,No,No,-,*190#,*190*4#,*190*3#,Prepaid,Rs.121(inc tax),B2C
Offer,Franchise,Hybrid,Boltay Jao - North 3 Only," 1000 Jazz mins, 200 other network, 10gb (fb & whatsapp)",x+6,24 hours,No,No,-,*190#,*190*4#,*190*3#,Prepaid,Rs.121(inc tax),B2C
